59.020112,eb35e346-8ff3-4cb1-9954-5b1b05d98760,2024-11-27T18:36:08.596331+00:00
61.77531,cc484884-9725-4a4d-9c1a-e8d2ec841a97,2024-11-27T18:37:08.963829+00:00
59.468366,56a43a01-9f32-4767-a5ec-8c1163cb7228,2024-11-27T18:38:13.339714+00:00
59.21375,1bfb1c3b-adaa-4d5a-9d11-0d9c1e24441a,2024-11-27T18:39:13.711850+00:00
61.951887,c2631c82-181d-47c7-973f-ed4a0bd0d672,2024-11-27T18:40:14.067789+00:00
61.659933,a17ecfa4-4f86-472e-9ea2-3c64909c6f8d,2024-11-27T18:41:18.396745+00:00
62.393689,7929cc9f-c85d-46d4-817c-e6808c8a999b,2024-11-27T18:42:20.779794+00:00
59.102138,d304b690-2894-4772-b95b-0c21cf577d80,2024-11-27T18:43:25.120821+00:00
58.835309,07feb88a-c6c4-4b44-847a-47d15d8d1371,2024-11-27T18:44:25.446954+00:00
59.572915,ee45397b-876a-4cc2-b890-dccc74183d8c,2024-11-27T18:45:25.784397+00:00
