37.648506,7fd869e7-d10d-4e23-b747-112b18a93922,2024-11-27T22:46:44.595582+00:00
38.42897,7957b6c1-e3ff-45ad-a775-734c9750484b,2024-11-27T22:47:24.887718+00:00
38.249167,5b456394-1870-4956-aad1-57e7b44e7bc7,2024-11-27T22:48:05.130883+00:00
38.075812,15677c58-a043-4ef9-a553-52a16afd8ed6,2024-11-27T22:48:45.383769+00:00
37.883161,ae10456b-3f82-4945-8c6c-fb56b29a14a8,2024-11-27T22:49:25.671676+00:00
37.696632,bfd8f1a2-4b7a-451d-91dd-edca006bd486,2024-11-27T22:50:05.922438+00:00
37.503152,dce9814e-d017-470c-9b09-c4404eea9c10,2024-11-27T22:50:46.171055+00:00
38.304332,86a38384-44d9-41a7-8995-b00d28b9a91b,2024-11-27T22:51:26.467806+00:00
38.126654,108815d9-3b19-4a8f-8fde-2b2560ebc185,2024-11-27T22:52:06.718160+00:00
37.93248,df2e9747-17b2-45be-900d-b06ea62983de,2024-11-27T22:52:46.969838+00:00
