44.330828,62c74033-1401-491e-a37d-a8a6cb234c68,2024-11-20T07:07:42.571587+00:00
44.26463,bd118e5c-b302-4581-b541-7d419e2aae1e,2024-11-20T07:08:28.871516+00:00
44.18858,298fd991-f1a5-4314-832e-3df8a3bf5c9e,2024-11-20T07:09:15.159602+00:00
44.113299,5dc454ca-ea01-41a4-9d82-f6717e0e6877,2024-11-20T07:10:01.402491+00:00
44.033324,0eb74f83-9634-488c-b809-27752e6e9257,2024-11-20T07:10:47.646862+00:00
43.945631,8ba8f705-9dab-47ee-975a-4e6ae8c7401e,2024-11-20T07:11:33.895492+00:00
43.864403,7c341a64-234b-4b25-b248-b194159fe3cb,2024-11-20T07:12:20.191509+00:00
43.784646,008e23bb-3895-4f3b-971a-28666103d5dc,2024-11-20T07:13:06.432127+00:00
43.702746,9b86b6cf-b559-4458-9111-6153b81fe965,2024-11-20T07:13:52.711482+00:00
43.616538,400ab31c-d9fd-4ef2-aa5d-f40083631d5f,2024-11-20T07:14:36.953994+00:00
