0.30947976117022336,0,64,7500
0.30373488715849817,0,64,7500
0.6297,1.4848204529844224
0.6293,1.494765009963885
0.5879,1.4937922430690378
0.6050439008977264,0,64,15000
0.6057381620630622,0,64,15000
0.7345,1.5188108829315752
0.7202,1.5075183080043644
0.7357,1.5093700969591737
1.181039084913209,0,64,30000
1.172327595995739,0,64,30000
0.7957,1.4722935550380498
0.7607,1.5241479151882231
0.7448,1.5201936438679695
2.355733284028247,0,64,60000
2.3562738648615777,0,64,60000
0.8185,1.4806729559786618
0.8031,1.4816185019444674
0.8212,1.50427068118006
