0.1441051769070327,0.0,64.0,6000.0,site-1
0.1318352279486134,0.0,64.0,6000.0,site-1
0.1283526680199429,0.0,64.0,6000.0,site-1
0.1297,3.645210513961501,,,site-1
0.131,3.6780608110129833,,,site-1
0.1295,3.698864059988409,,,site-1
0.1319,3.52290106494911,,,site-1
0.1314,3.499287337064743,,,site-1
0.1288,3.171725986059755,,,site-1
0.1273,3.427783853025176,,,site-1
0.1292,3.363105479045771,,,site-1
0.1309,2.2815949160140008,,,site-1
0.1578308460302651,0.0,64.0,6000.0,site-1
0.1383786470396444,0.0,64.0,6000.0,site-1
0.1405630469089374,0.0,64.0,6000.0,site-1
0.1206,3.5943637989694253,,,site-1
0.1199,3.547052851994522,,,site-1
0.1194,3.312790262978524,,,site-1
0.1197,3.4050653559388597,,,site-1
0.1246,3.515797344967723,,,site-1
0.1229,3.4024548350134864,,,site-1
0.1224,3.469508199952543,,,site-1
0.12,3.5070496869739145,,,site-1
0.1202,3.1582656069658697,,,site-1
0.1379401180893182,0.0,64.0,6000.0,site-1
0.1322314289864152,0.0,64.0,6000.0,site-1
0.1311775989597663,0.0,64.0,6000.0,site-1
0.1359,3.734170335927047,,,site-1
0.1356,3.54091460397467,,,site-1
0.1357,2.8488659849390388,,,site-1
0.1358,3.48096695903223,,,site-1
0.1372,3.515540025895461,,,site-1
0.134,3.6238556860480458,,,site-1
0.1358,3.5741584909847006,,,site-1
0.1327,2.811475127935409,,,site-1
0.1365,2.424902853090316,,,site-1
0.1342951079132035,0.0,64.0,6000.0,site-1
0.135653818026185,0.0,64.0,6000.0,site-1
0.1448347870027646,0.0,64.0,6000.0,site-1
0.0921,3.592928759055212,,,site-1
0.0937,3.80231795005966,,,site-1
0.0924,3.4473111419938505,,,site-1
0.0934,3.074067885056138,,,site-1
0.092,3.417196914902888,,,site-1
0.093,3.424276294070296,,,site-1
0.0936,3.023971320013516,,,site-1
0.0918,3.308774215052836,,,site-1
0.0918,2.5845938589191064,,,site-1
0.2265957900090143,0.0,64.0,6000.0,site-1
0.1406781270634383,0.0,64.0,6000.0,site-1
0.1348924380727112,0.0,64.0,6000.0,site-1
0.1196,3.587816448998637,,,site-1
0.1182,3.377049927948974,,,site-1
0.1203,3.8788334439741448,,,site-1
0.119,3.543530852999538,,,site-1
0.1187,3.301361315068789,,,site-1
0.1187,3.438522442942485,,,site-1
0.1207,2.935030378052033,,,site-1
0.1192,3.167773957015015,,,site-1
0.1209,2.2346654599532485,,,site-1
0.132241818937473,0.0,64.0,6000.0,site-1
0.1232341390568763,0.0,64.0,6000.0,site-1
0.1258742989739403,0.0,64.0,6000.0,site-1
0.1067,3.418138204026036,,,site-1
0.1064,3.0326805190416053,,,site-1
0.1067,2.6020332869375125,,,site-1
0.1073,2.2711235870374367,,,site-1
0.1066,2.5804135400103405,,,site-1
0.107,3.0407740980153903,,,site-1
0.1066,2.861228885012679,,,site-1
0.1064,3.124184030923061,,,site-1
0.107,3.2805710670072585,,,site-1
0.1565398860257119,0.0,64.0,6000.0,site-1
0.1309960880316794,0.0,64.0,6000.0,site-1
0.1277190790278837,0.0,64.0,6000.0,site-1
0.1847,3.331269451999105,,,site-1
0.1838,3.180532166035846,,,site-1
0.1842,2.607230217079632,,,site-1
0.1856,2.275657556951046,,,site-1
0.1837,2.863972774008289,,,site-1
0.1876,2.963332396000624,,,site-1
0.1832,3.067440566024743,,,site-1
0.186,3.190985615015961,,,site-1
0.1835,2.433759022969753,,,site-1
0.146484246943146,0.0,64.0,6000.0,site-1
0.129388837958686,0.0,64.0,6000.0,site-1
0.1258197590941563,0.0,64.0,6000.0,site-1
0.1,3.606925437925384,,,site-1
0.1,3.715789049048908,,,site-1
0.1,3.477072419016622,,,site-1
0.1,3.2766789470333606,,,site-1
0.1,3.301855835015885,,,site-1
0.1,3.516296896035783,,,site-1
0.1,3.682837240980007,,,site-1
0.1,3.662053782958537,,,site-1
0.1,2.9730494249379262,,,site-1
0.1320803890703246,0.0,64.0,6000.0,site-1
0.1340592780616134,0.0,64.0,6000.0,site-1
0.1389718269929289,0.0,64.0,6000.0,site-1
0.0946,3.5446917039807886,,,site-1
0.0945,3.34702640096657,,,site-1
0.0943,3.759157983935438,,,site-1
0.096,3.47797675896436,,,site-1
0.0957,2.6067582780960947,,,site-1
0.0956,2.7762401630170643,,,site-1
0.0942,2.29420308500994,,,site-1
0.0947,2.597956987912766,,,site-1
0.0943,2.647036024020053,,,site-1
0.1349686979083344,0.0,64.0,6000.0,site-1
0.143461366998963,0.0,64.0,6000.0,site-1
0.1315575779881328,0.0,64.0,6000.0,site-1
0.0744,3.72967574710492,,,site-1
0.0754,3.749531485023908,,,site-1
