58.981508,009f85e4-c5a5-46b4-9adb-9d0c35c215ef,2024-11-21T03:16:11.891701+00:00
61.804629,a96a7e6d-b42e-4870-9c35-4f8d9cd7e3a8,2024-11-21T03:17:12.243561+00:00
58.610314,3b381909-165f-4b1f-8a5b-ae764ceeeada,2024-11-21T03:18:14.587792+00:00
62.427003,48d59f92-abf2-441d-a92e-913a04910ccf,2024-11-21T03:19:14.906396+00:00
59.200341,38398cc0-5b63-4ee8-895a-720dbf6da699,2024-11-21T03:20:19.243659+00:00
59.007567,4723bfaf-48ee-4b08-bb58-9911b7672cfb,2024-11-21T03:21:19.544007+00:00
61.813386,14f9a7d6-fcba-4473-bee8-d863f712219a,2024-11-21T03:22:19.903595+00:00
58.609882,3435d2cd-ddb1-4b93-be55-04c01876f7c8,2024-11-21T03:23:24.204891+00:00
59.417636,7261f446-efaa-4885-b03c-dfe61ae2b882,2024-11-21T03:24:24.539646+00:00
59.180884,1f8f1402-1cd7-4aed-b1f8-c9b92d8e2f85,2024-11-21T03:25:24.907798+00:00
